,GarageArea,AboveMedianPrice,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces
542,583,1,10140,7,5,1650,2,0,3,7,1
543,367,0,4058,7,5,723,1,0,1,4,0
544,426,1,17104,7,5,654,2,1,3,7,1
545,786,1,13837,7,5,1204,2,1,4,9,0
546,440,1,8737,6,7,1065,1,1,3,6,1
547,624,0,7244,5,7,768,1,0,2,5,0
548,720,0,8235,5,7,825,1,0,2,4,0
549,615,1,9375,7,5,912,2,1,4,8,1
550,440,0,4043,6,6,1069,2,0,2,4,0
551,288,0,6000,5,6,928,1,0,3,5,0
552,908,1,11146,8,5,1709,2,0,3,7,1
553,520,0,8777,4,5,0,2,0,2,5,0
554,871,1,10625,7,5,998,2,1,3,8,1
555,280,0,6380,5,6,993,1,0,2,5,1
556,299,0,14850,5,5,1092,1,0,2,6,1
557,570,0,11040,4,6,637,1,1,3,7,0
558,406,1,21872,7,5,729,2,1,3,6,1
559,420,1,3196,7,5,1374,2,0,2,7,1
560,528,0,11341,5,6,1392,1,1,3,5,1
561,418,1,10010,5,5,1389,1,0,2,6,1
562,0,0,13907,5,6,996,1,0,3,6,1
563,396,1,21780,6,7,1163,2,0,4,8,1
564,590,1,13346,7,5,1095,2,1,4,9,1
565,216,0,6858,6,4,806,1,1,4,6,0
566,656,1,11198,9,5,1122,2,1,4,11,1
567,532,1,10171,7,5,1517,2,0,3,7,0
568,612,1,12327,8,8,1496,1,1,1,5,1
569,600,0,7032,5,5,943,1,0,2,4,2
570,576,0,13101,5,5,1728,2,0,6,10,0
571,288,0,7332,6,6,864,1,0,2,4,0
572,650,1,13159,7,5,846,2,1,3,6,0
573,400,1,9967,7,5,384,2,1,3,8,1
574,288,0,10500,5,7,372,1,0,3,5,0
575,336,0,8480,5,5,832,1,0,2,6,0
576,216,0,6292,7,7,861,2,0,3,6,1
577,564,1,11777,5,6,1164,1,0,3,6,2
578,540,0,3604,7,5,689,2,0,2,5,0
579,352,0,12150,5,5,1050,2,0,4,7,0
580,572,1,14585,6,6,1144,1,0,3,7,2
581,1390,1,12704,8,5,2042,2,1,3,8,1
582,0,0,11841,6,5,816,1,0,3,5,0
583,880,1,13500,10,9,1237,3,1,3,9,1
584,240,0,6120,4,7,884,1,0,3,6,0
585,880,1,11443,8,5,1868,2,0,2,7,2
586,275,0,10267,6,7,816,1,0,2,5,0
587,528,0,8740,5,6,840,1,0,2,4,0
588,452,0,25095,5,8,1437,1,0,1,5,2
589,308,0,9100,5,6,742,1,0,2,4,0
590,520,1,8320,7,5,770,2,1,3,6,0
591,842,1,13478,10,5,1722,2,1,3,10,1
592,816,0,6600,5,8,816,1,0,2,4,0
593,420,0,4435,6,5,848,1,0,1,4,0
594,280,0,7990,5,6,924,1,0,3,5,0
595,758,1,11302,8,5,1814,2,0,3,7,1
596,216,0,3600,6,7,684,1,0,3,7,0
597,648,1,3922,7,5,1258,0,2,2,7,1
598,621,1,12984,5,6,1430,2,0,3,7,1
599,452,0,1950,6,6,716,2,1,3,6,1
600,736,1,10927,8,5,1058,2,1,3,8,1
601,544,0,9000,6,6,780,1,1,3,6,1
602,506,1,10041,8,5,908,2,1,3,8,1
603,480,0,3182,7,5,600,2,1,2,4,0
604,530,1,12803,7,5,1494,2,0,3,6,1
605,486,1,13600,7,6,768,2,1,3,7,3
606,576,0,12464,5,5,1040,1,0,3,6,0
607,230,1,7800,5,8,896,3,0,3,8,0
608,380,1,12168,8,6,965,2,1,4,10,2
609,261,0,7943,4,5,1029,1,0,3,5,0
610,736,1,11050,9,5,1440,2,1,3,8,2
611,564,0,10395,6,6,1032,2,0,3,6,1
612,531,1,11885,8,5,1299,2,1,3,7,1
613,0,0,8402,5,5,1120,1,0,3,6,0
614,0,0,1491,4,6,630,1,0,1,3,0
615,480,0,8800,6,7,936,1,0,3,6,0
616,393,1,7861,6,5,783,2,1,3,7,1
617,528,0,7227,6,6,832,1,0,2,4,0
618,774,1,11694,9,5,1822,2,0,3,9,1
619,749,1,12244,8,5,1482,2,1,4,10,2
620,0,0,8248,3,3,864,1,0,2,5,0
621,624,1,10800,6,7,1522,2,1,4,9,1
622,484,0,7064,5,6,980,1,0,3,6,0
623,440,1,2117,6,5,756,2,1,2,4,1
624,484,1,10400,6,5,732,1,2,4,8,1
625,440,0,10000,6,6,1116,1,1,3,5,0
626,286,0,12342,5,5,978,1,0,3,6,1
627,364,0,9600,6,6,1156,1,0,3,7,2
628,504,0,11606,5,5,1040,1,2,5,9,2
629,520,1,9020,6,5,1248,1,1,3,6,0
630,240,0,9000,5,6,636,1,0,3,8,0
631,627,1,4590,8,5,1554,2,0,2,6,1
632,544,0,11900,7,5,1386,2,0,3,6,1
633,260,0,9250,5,7,1056,1,0,3,6,0
634,576,0,6979,6,5,1056,0,0,0,4,0
635,0,1,10896,6,7,1440,2,0,8,14,0
636,0,0,6120,2,3,264,1,0,1,4,1
637,256,0,6000,5,4,811,2,0,3,7,0
638,0,0,8777,5,7,796,1,0,2,4,0
639,648,1,3982,8,5,1520,2,0,1,7,1
640,588,1,12677,8,5,1518,1,1,1,6,1
641,650,1,7050,7,5,1057,2,1,3,7,1
642,538,1,13860,8,7,1952,2,1,4,9,3
643,462,0,10793,5,5,780,2,1,4,7,0
644,478,1,9187,9,5,1766,2,1,2,7,1
645,576,0,10530,6,5,981,1,1,3,5,0
646,420,0,7200,5,5,0,1,0,3,7,0
647,495,0,10452,6,5,1094,1,0,3,5,2
648,442,0,7700,6,5,756,1,1,4,7,1
649,0,0,1936,4,6,630,1,0,1,3,0
650,562,1,8125,7,6,813,2,1,3,7,0
651,296,0,9084,4,5,755,1,0,4,7,1
652,512,1,8750,7,5,880,2,1,2,7,1
653,216,0,10320,6,7,756,1,0,3,7,0
654,839,1,10437,8,6,2109,2,1,2,7,1
655,264,0,1680,6,5,525,1,1,3,6,0
656,312,0,10007,5,7,1053,1,1,3,5,0
657,270,0,7200,7,6,776,1,1,3,6,1
658,330,0,17503,6,5,912,1,0,3,6,1
659,480,1,9937,5,7,1486,1,0,3,7,0
660,550,1,12384,7,7,793,2,1,3,7,1
661,711,1,46589,8,7,1629,2,1,4,8,1
662,576,0,13560,6,3,1392,1,0,2,5,2
663,588,0,10012,4,5,1138,2,0,3,6,0
664,1134,1,20896,8,5,2077,1,1,1,8,1
665,504,1,11194,8,5,1406,2,1,3,7,1
666,596,0,18450,6,5,1021,2,1,3,7,1
667,575,1,8125,6,5,1408,2,0,3,7,1
668,576,1,14175,5,6,1188,1,1,3,6,1
669,252,0,11600,4,5,700,1,0,2,5,1
670,540,1,8633,6,5,738,2,1,3,7,0
671,300,0,6629,6,6,672,2,0,3,6,0
672,546,1,11250,6,6,1208,1,1,3,6,1
673,416,1,14442,6,7,1477,2,0,3,7,2
674,384,0,9200,6,6,1136,1,0,3,5,1
675,440,0,2289,6,6,855,2,1,3,7,1
676,779,0,9600,4,2,1095,2,0,4,8,0
677,240,0,9022,5,8,768,1,0,2,5,0
678,834,1,11844,8,5,2046,2,1,3,7,1
679,572,0,9945,5,5,988,1,0,3,5,0
680,264,0,8012,6,5,923,2,0,2,5,1
681,281,0,4500,5,5,793,1,0,3,6,0
682,431,1,2887,6,5,1291,1,0,2,6,1
683,702,1,11248,9,5,1626,2,0,3,7,1
684,486,1,16770,7,5,1195,2,1,4,7,0
685,577,1,5062,7,5,1190,2,0,3,6,1
686,578,1,10207,7,6,874,3,0,3,7,0
687,480,0,5105,7,5,551,2,1,2,4,0
688,567,1,8089,8,6,1419,2,0,2,7,1
689,460,1,7577,6,5,1362,2,0,2,6,1
690,420,0,4426,6,5,848,1,0,1,3,1
691,832,1,21535,10,6,2444,3,1,4,10,2
692,628,1,26178,7,5,1210,2,1,4,9,2
693,326,0,5400,5,6,1073,1,0,2,4,0
694,576,0,6120,5,6,927,1,1,3,5,0
695,551,1,13811,6,6,1112,2,0,2,5,1
696,205,0,6000,5,7,616,1,0,2,4,0
697,308,0,6420,5,7,980,1,0,2,6,0
698,336,0,8450,5,8,894,1,0,3,5,1
699,530,1,4282,7,5,1391,2,0,2,5,0
700,765,1,14331,8,5,1800,2,0,3,7,1
701,528,0,9600,7,5,1164,1,1,3,6,0
702,666,1,12438,8,5,1234,2,1,4,10,1
703,672,0,7630,5,9,360,2,0,4,8,1
704,606,1,8400,7,5,1473,2,0,3,7,0
705,0,0,5600,4,5,0,2,0,3,7,0
706,739,1,115149,7,5,1643,2,0,2,5,2
707,550,1,6240,8,5,1324,2,0,2,6,1
708,400,1,9018,7,5,728,2,1,3,8,1
709,408,0,7162,5,7,876,1,0,3,6,0
710,0,0,4130,3,6,270,1,0,2,5,0
711,384,0,8712,4,7,859,1,0,2,7,0
712,472,1,4671,8,5,1228,2,0,2,5,1
713,576,0,9873,4,5,960,1,0,3,6,0
714,475,0,13517,6,8,725,2,1,3,6,0
715,478,1,10140,6,5,1064,2,0,3,7,1
716,704,0,10800,7,8,718,1,1,3,8,0
717,439,0,10000,5,6,1176,1,1,3,5,1
718,983,1,10542,7,5,1311,2,1,3,9,1
719,300,0,9920,5,6,971,1,1,3,5,1
720,564,1,6563,8,5,1742,2,0,2,5,1
721,420,0,4426,6,5,848,1,0,1,3,0
722,463,0,8120,4,7,864,1,0,3,5,0
723,548,0,8172,4,6,941,2,0,4,7,0
724,768,1,13286,9,5,1698,2,0,3,8,1
725,660,0,6960,4,6,864,1,0,3,5,0
726,540,1,21695,6,9,880,2,0,3,5,1
727,632,1,7314,7,5,1232,2,0,2,6,0
728,888,0,11475,5,5,1584,2,0,4,9,0
729,539,0,6240,4,5,780,1,0,2,5,0
730,608,1,5389,8,5,1595,2,0,2,5,1
731,438,1,9590,7,5,868,2,0,3,6,1
732,541,1,11404,7,5,1153,2,1,3,8,1
733,264,0,10000,5,6,864,1,0,3,6,1
734,300,0,8978,5,5,948,1,0,3,6,0
735,320,0,10800,7,7,880,1,1,2,6,2
736,400,0,8544,3,4,0,2,0,2,6,0
737,800,1,10463,8,5,893,2,1,3,8,1
738,0,1,10800,5,5,1200,3,0,3,5,0
739,572,1,9313,7,5,864,2,1,3,7,0
740,360,0,9600,5,7,264,2,0,2,7,0
741,288,0,6768,6,8,912,1,0,3,5,0
742,539,1,8450,7,5,1349,2,0,3,6,0
743,480,1,12886,5,6,520,2,0,3,6,1
744,462,1,5395,8,5,1337,2,0,2,5,1
745,831,1,8963,8,9,1142,3,1,4,11,2
746,554,1,8795,7,5,952,2,1,4,8,1
747,864,1,11700,7,7,1240,1,1,4,8,1
748,527,1,10593,7,5,1720,2,0,3,7,1
749,240,0,8405,4,3,0,2,0,4,9,0
750,0,0,8800,4,7,576,1,0,3,7,0
751,400,0,7750,7,5,660,2,1,3,6,0
752,576,1,9236,6,5,1479,2,0,3,6,0
753,878,1,10240,8,5,1030,2,1,3,8,1
754,440,0,7930,6,8,1026,1,0,3,5,0
755,440,1,3230,6,5,729,2,1,3,6,0
756,578,1,10769,8,5,866,2,1,3,7,0
757,440,0,11616,6,5,672,2,1,3,6,1
758,440,1,2280,7,5,744,2,1,3,6,0
759,752,1,12257,8,5,1318,2,1,4,9,1
760,300,0,9100,6,6,864,1,0,2,5,0
761,440,0,6911,5,5,1145,1,0,2,5,0
762,614,1,8640,7,5,756,2,1,3,7,0
763,856,1,9430,8,5,1252,2,1,3,8,1
764,481,1,9549,8,5,1494,1,1,2,6,1
765,592,1,14587,9,5,1498,2,0,2,6,1
766,496,1,10421,7,5,980,2,1,3,7,1
767,423,0,12508,6,7,983,2,0,4,7,0
768,484,1,9100,7,5,1860,2,0,3,8,1
769,841,1,53504,8,5,1650,3,1,4,12,1
770,576,0,7252,5,5,858,1,0,2,5,0
771,396,0,8877,4,5,836,1,0,2,6,0
772,672,0,7819,6,5,1029,1,0,3,6,1
773,275,0,10150,5,5,912,1,0,2,5,0
774,895,1,14226,8,5,1935,2,0,3,9,1
775,412,0,4500,6,5,1204,2,0,2,5,0
776,865,1,11210,7,5,1614,2,0,3,7,0
777,440,0,13350,5,5,864,1,0,3,5,1
778,630,0,8400,5,5,0,2,0,4,10,2
779,504,0,10530,6,5,975,1,0,2,4,0
780,402,1,7875,7,5,1237,2,0,3,6,1
781,484,1,7153,6,5,761,2,1,3,7,0
782,605,1,16285,7,5,1413,2,0,3,6,0
783,602,1,9101,5,6,1097,1,0,1,4,1
784,0,0,6300,6,6,742,2,0,3,9,1
785,457,0,9790,6,5,1372,2,0,3,7,1
786,416,0,10800,5,6,686,2,0,4,7,0
787,618,1,10142,7,5,956,2,1,4,8,0
788,281,0,6000,4,7,901,1,0,2,4,0
789,444,1,12205,6,8,832,2,1,5,9,0
790,397,0,3182,7,5,1145,2,0,2,5,1
791,539,0,11333,6,5,1029,1,0,3,5,2
792,455,1,9920,7,5,1117,2,1,3,8,1
793,474,1,9158,8,5,1496,2,0,3,7,0
794,409,1,10832,7,5,712,2,1,3,7,1
795,476,1,8400,6,6,650,2,1,3,7,1
796,528,0,8197,6,5,660,1,1,3,7,1
797,240,0,7677,5,5,773,1,0,2,4,0
798,820,1,13518,9,5,1926,3,1,4,11,2
799,240,1,7200,5,7,731,1,1,3,7,2
800,603,1,12798,6,5,616,2,1,4,8,0
801,440,0,4800,4,7,1196,1,0,2,5,0
802,410,1,8199,7,5,728,2,1,3,7,1
803,1020,1,13891,9,5,1734,3,1,4,12,1
804,286,0,9000,5,5,936,1,0,2,5,0
805,554,1,12274,7,5,1417,2,0,3,6,0
806,384,0,9750,5,5,980,2,0,3,6,0
807,528,1,21384,5,6,1324,1,1,3,6,1
808,484,0,13400,5,5,1024,1,0,3,6,1
809,360,0,8100,5,5,849,2,0,2,11,0
810,484,1,10140,6,6,1040,1,1,3,5,1
811,420,0,4438,6,5,848,1,0,1,4,1
812,504,0,8712,5,5,540,1,0,2,4,0
813,301,0,9750,6,6,1442,1,1,4,7,0
814,280,0,8248,5,7,686,1,1,3,7,0
815,598,1,12137,7,5,1649,2,0,3,6,0
816,275,0,11425,5,6,1008,1,0,2,4,1
817,857,1,13265,8,5,1568,2,0,3,7,2
818,440,0,8816,6,7,1010,1,0,3,6,0
819,484,1,6371,7,5,1358,2,0,2,6,1
820,595,1,7226,7,5,798,2,1,3,6,0
821,576,0,6000,4,4,936,1,0,2,4,0
822,433,1,12394,7,5,847,2,1,3,7,1
823,240,0,9900,6,7,778,2,0,3,7,1
824,776,1,11216,8,5,1489,2,0,3,7,1
825,1220,1,14803,10,5,2078,2,0,2,7,1
826,0,0,6130,5,6,784,1,0,2,5,0
827,527,1,8529,7,5,1454,2,0,3,6,1
828,538,1,28698,5,5,1013,2,1,3,7,0
829,480,0,2544,7,5,600,2,1,2,4,0
830,458,1,11900,6,5,1392,1,1,3,6,2
831,480,0,3180,7,5,600,2,1,2,4,0
832,613,1,9548,7,6,941,2,1,3,7,1
833,472,1,10004,6,6,1516,1,1,3,6,0
834,456,0,7875,5,6,1144,1,0,3,6,0
835,436,0,9600,4,7,1067,2,0,2,4,0
836,812,0,8100,5,6,1559,1,0,2,5,0
837,264,0,1680,6,5,483,1,1,2,5,0
838,352,0,9525,5,6,1099,1,1,3,6,0
839,240,0,11767,5,6,768,1,0,3,6,0
840,400,0,12155,6,8,672,2,0,4,7,0
841,686,0,10440,5,8,650,2,0,3,8,1
842,490,1,9020,6,7,1127,1,1,3,6,0
843,0,0,8000,5,4,1800,2,0,6,10,0
844,720,0,12665,5,8,876,1,1,4,7,1
845,611,1,16647,5,5,1390,2,0,3,6,2
846,425,1,9317,7,5,740,2,1,3,7,1
847,338,0,15523,5,6,864,1,0,3,5,1
848,360,1,45600,6,8,907,3,0,5,10,1
849,512,1,9600,6,7,528,2,1,3,7,1
850,420,0,4435,6,5,848,1,0,1,3,0
851,400,1,3196,8,5,1273,2,0,2,7,1
852,240,1,7128,7,5,918,2,0,4,7,2
853,645,0,12095,6,6,1127,1,1,3,7,1
854,454,1,17920,5,4,1763,1,1,3,6,1
855,260,0,6897,5,8,1040,1,1,3,6,0
856,576,0,10970,6,6,940,1,0,3,5,0
857,343,1,8125,6,5,702,2,1,3,6,1
858,479,0,10400,7,5,1090,2,0,3,6,1
859,619,1,11029,6,7,1054,2,1,4,9,1
860,216,1,7642,7,8,912,1,1,3,7,1
861,504,0,11625,5,4,1039,1,1,3,6,0
862,480,0,9672,6,5,1040,2,0,3,6,0
863,672,0,7931,5,5,1148,1,0,3,6,0
864,529,1,8640,7,5,1372,2,0,3,6,0
865,902,0,8750,5,6,1002,1,0,3,5,0
866,870,1,10656,8,5,1638,2,0,3,6,1
867,544,0,6970,4,5,1040,1,1,3,5,0
868,672,1,14762,5,6,0,2,0,2,7,1
869,574,1,9938,7,5,1050,2,1,3,8,1
870,308,0,6600,5,5,894,1,0,2,5,0
871,523,1,8750,6,5,804,2,1,3,7,0
872,414,0,8892,5,7,105,1,0,3,5,0
873,288,0,12144,5,7,832,1,0,3,6,1
874,200,0,5720,5,6,676,1,1,3,5,0
875,550,1,9000,8,5,1184,2,1,4,11,1
876,648,0,25286,4,5,1064,1,0,3,5,0
877,738,1,8834,9,5,1462,2,1,4,10,1
878,576,0,11782,5,7,1109,1,0,3,6,0
879,336,0,7000,5,8,864,1,0,3,6,0
880,450,0,7024,5,5,1090,1,1,2,5,0
881,400,1,13758,7,5,1156,2,1,3,7,1
882,389,1,9636,6,5,808,2,1,3,7,1
883,440,0,6204,4,5,795,1,0,5,10,0
884,288,0,7150,5,5,892,1,0,3,5,0
885,506,1,5119,9,5,1698,2,0,2,5,1
886,588,0,8393,5,5,1626,2,0,4,8,0
887,300,0,16466,5,7,816,1,1,3,8,0
888,621,1,15865,8,6,2217,2,0,4,8,1
889,505,0,12160,6,4,1505,1,0,2,6,1
890,576,0,8064,5,7,672,1,0,3,6,1
891,440,1,11184,6,5,918,2,1,3,7,1
892,264,0,8414,6,8,1059,1,0,3,6,0
893,354,1,13284,5,5,1383,1,0,3,6,1
894,400,0,7018,5,5,0,2,0,4,8,0
895,483,0,7056,6,5,780,1,1,4,8,1
896,327,0,8765,4,6,951,1,0,2,6,0
897,528,0,7018,5,5,0,2,0,6,12,0
898,820,1,12919,9,5,2330,2,1,2,11,2
899,288,0,6993,5,7,912,1,0,3,6,1
900,684,0,7340,4,6,858,1,0,2,4,0
901,756,0,8712,5,7,992,1,0,2,5,0
902,393,1,7875,7,5,783,2,1,3,8,1
903,690,1,14859,7,5,1670,2,0,3,7,1
904,288,0,6173,5,6,876,1,0,3,6,0
905,280,0,9920,5,5,1056,1,0,3,6,0
906,865,1,13501,8,5,1623,2,0,3,8,1
907,180,1,11500,7,7,1017,1,1,3,6,1
908,484,0,8885,5,5,864,1,0,2,5,0
909,390,1,12589,6,5,742,2,1,3,8,1
910,480,0,11600,5,5,1105,2,0,5,12,0
911,252,0,9286,5,7,1268,1,1,3,5,0
912,450,0,6120,5,7,768,1,0,3,6,0
913,871,0,6270,5,6,1001,2,0,4,8,0
914,528,1,3000,6,5,612,2,1,2,4,0
915,286,0,2001,4,5,546,1,1,3,6,0
916,308,0,9000,2,3,480,0,0,1,4,0
917,284,0,17140,4,6,1134,1,0,3,6,0
918,833,1,13125,7,5,1104,2,1,4,8,1
919,601,1,11029,6,8,1184,1,0,3,6,1
920,471,1,8462,6,5,928,2,1,3,7,0
921,0,0,8777,5,7,1272,2,2,4,9,0
922,397,1,10237,6,5,1316,2,0,3,6,1
923,533,1,8012,6,5,1604,2,0,2,5,1
924,612,1,10240,6,6,1686,2,0,3,7,1
925,540,1,15611,5,6,1126,2,0,3,6,0
926,656,1,11999,8,5,1181,2,1,4,10,1
927,486,1,9900,7,5,832,2,1,4,9,1
928,522,1,11838,8,5,1753,2,0,3,7,1
929,642,1,13006,7,5,964,2,1,4,8,1
930,610,1,8925,8,5,1466,2,0,3,7,0
931,429,0,9100,5,6,925,1,0,2,5,0
932,788,1,11670,9,5,1905,2,0,3,8,1
933,570,1,8487,7,5,1500,2,0,3,6,0
934,505,1,27650,7,7,585,2,0,4,9,1
935,528,0,5825,4,5,600,1,0,1,5,0
936,555,1,10083,7,5,1176,2,0,2,5,0
937,689,1,9675,7,5,1113,2,1,3,8,1
938,868,1,8760,7,5,1391,2,1,3,7,0
939,349,1,24090,7,7,1032,2,0,4,10,2
940,574,0,12640,6,5,1728,2,0,4,8,0
941,390,1,8755,7,5,992,2,1,3,8,1
942,0,0,7711,4,3,1440,2,0,4,8,0
943,576,0,25000,5,4,1632,2,0,4,8,0
944,525,0,14375,6,6,819,1,0,3,7,1
945,456,0,8820,5,6,1088,1,0,2,7,0
946,796,0,8163,5,6,1144,1,0,3,6,1
947,808,1,14536,8,5,1616,2,0,3,9,1
948,474,1,14006,7,5,936,2,1,3,7,1
949,676,1,9360,6,7,1161,1,1,3,5,1
950,720,0,7200,5,8,864,1,0,3,5,0
951,300,0,7800,5,5,828,1,0,3,6,0
952,396,0,7200,5,8,768,1,0,2,5,0
953,530,1,11075,5,4,784,2,1,4,7,1
954,0,0,9400,6,5,945,2,0,4,4,0
955,492,0,7136,6,6,979,2,0,4,8,0
956,462,0,1300,6,6,561,1,1,2,5,1
957,576,0,7420,5,5,1057,1,0,3,6,0
958,531,1,8450,7,5,1337,2,0,3,6,0
959,484,0,2572,7,5,696,2,1,3,6,0
960,0,0,7207,5,7,858,1,0,2,4,0
961,619,1,12227,6,7,1330,2,1,4,11,1
962,440,0,2308,6,6,804,2,1,3,7,1
963,702,1,11923,9,5,1800,2,0,2,7,0
964,510,1,11316,7,5,817,2,1,4,8,1
965,393,1,10237,6,5,783,2,1,3,8,1
966,256,0,9600,5,7,728,1,1,2,7,2
967,260,0,7390,5,7,1098,1,0,3,6,0
968,0,0,5925,3,6,600,1,0,2,6,0
969,264,0,10382,6,5,588,1,0,2,6,0
970,0,0,10800,4,4,720,1,1,4,6,0
971,474,1,2268,7,5,764,2,0,2,6,0
972,264,0,7892,6,5,918,2,0,2,5,1
973,480,1,11639,7,5,1428,2,0,3,6,0
974,532,1,11414,7,8,728,1,0,3,8,0
975,490,1,2651,7,5,673,2,1,3,6,0
976,0,0,5900,4,7,440,1,0,2,4,0
977,569,1,4274,7,5,1241,1,1,1,4,0
978,400,0,9450,4,5,894,1,0,3,5,0
979,480,0,8816,5,6,1121,1,0,3,5,0
980,588,1,12122,7,9,944,1,0,3,6,0
981,676,1,12203,8,5,1225,2,1,4,8,1
982,388,0,3182,7,5,1266,2,0,2,6,1
983,779,1,11250,8,5,1128,2,1,4,9,1
984,539,0,10125,5,5,0,2,0,4,8,0
985,240,0,10880,5,5,1164,1,0,3,5,0
986,255,0,5310,6,8,485,1,0,2,5,0
987,606,1,10159,9,5,1930,2,1,3,8,1
988,551,1,12046,6,6,848,2,1,4,8,1
989,614,1,8125,7,5,770,2,1,3,6,0
990,870,1,9452,8,5,1396,2,1,3,7,1
991,424,1,17671,8,9,916,1,1,4,8,1
992,440,1,9760,6,8,822,2,1,3,7,1
993,564,1,8846,6,5,750,2,1,3,6,0
994,786,1,12456,10,5,1700,2,0,3,7,1
995,305,0,4712,4,7,747,1,1,3,5,0
996,368,0,10659,5,6,1050,1,0,3,6,0
997,615,1,11717,6,6,1442,2,0,2,6,1
998,210,0,9786,3,4,1007,1,0,3,6,1
999,632,1,6762,7,5,1187,2,0,2,6,0
1000,528,0,10206,3,3,0,1,0,2,4,0
1001,216,0,5400,5,6,691,1,0,2,4,0
1002,824,1,11957,8,5,1574,2,0,3,7,1
1003,528,0,11500,5,6,1680,2,0,4,8,0
1004,457,1,3182,7,5,1346,2,0,1,7,1
1005,328,0,8385,5,8,985,2,0,3,6,0
1006,484,1,12155,6,3,1657,2,0,3,7,1
1007,286,0,2217,4,4,546,1,1,3,6,0
1008,550,1,12118,7,5,1710,2,0,3,7,1
1009,0,0,6000,5,5,1008,2,0,4,7,0
1010,312,0,21286,5,5,720,2,0,4,7,1
1011,0,0,9825,5,5,0,2,0,4,8,0
1012,180,1,10592,6,7,602,1,1,3,7,2
1013,280,0,7200,5,4,1022,1,0,2,4,0
1014,240,0,11664,6,5,1082,1,0,2,5,1
1015,528,1,8400,8,6,810,2,1,3,6,0
1016,478,1,11883,7,5,1504,2,0,3,6,1
1017,565,1,5814,8,5,1220,1,0,1,4,1
1018,402,0,10784,7,5,384,2,1,3,7,1
1019,440,1,3013,7,5,1362,2,0,2,6,1
1020,451,1,7024,4,5,1132,1,1,2,5,0
1021,632,1,7406,7,5,1199,2,0,2,6,0
1022,160,0,9439,5,5,912,1,0,2,6,0
1023,437,1,3182,7,5,1346,2,0,2,7,1
1024,665,1,15498,8,6,1565,2,0,2,10,1
1025,461,0,7700,5,5,882,1,0,3,5,0
1026,461,1,9300,5,5,1268,1,0,3,6,2
1027,800,1,9520,8,5,1638,2,0,3,7,1
1028,240,0,9492,5,5,768,1,0,3,6,1
1029,264,0,1680,6,7,672,1,1,3,7,0
1030,0,0,7082,5,8,686,2,0,5,10,0
1031,672,1,15863,7,3,824,2,1,5,12,2
1032,796,1,14541,8,7,1338,2,1,5,10,1
1033,900,1,8125,7,5,1654,2,0,3,6,0
1034,240,0,6305,5,7,920,1,0,2,5,1
1035,290,0,11500,4,3,0,1,0,3,5,0
1036,912,1,12898,9,5,1620,2,0,2,6,1
1037,905,1,9240,8,5,1055,2,1,3,7,1
1038,0,0,1533,4,6,546,1,1,3,6,1
1039,286,0,1477,4,4,630,1,0,1,3,0
1040,484,0,13125,5,4,1134,2,0,3,8,1
1041,484,1,9130,6,8,800,1,1,4,7,0
1042,624,1,5381,6,5,1306,2,0,1,5,1
1043,514,1,11839,7,5,1475,2,1,4,10,1
1044,542,1,9600,8,5,2524,2,1,4,9,1
1045,452,0,13680,3,5,0,2,0,4,8,1
1046,716,1,16056,9,5,1992,3,1,4,11,1
1047,672,0,9245,5,5,990,1,0,3,5,0
1048,336,0,21750,5,4,0,1,0,3,9,1
1049,308,0,11100,4,7,0,1,0,2,6,0
1050,436,1,8993,7,5,1302,2,0,3,6,0
1051,440,1,11175,7,5,1316,2,0,3,6,1
1052,540,1,9500,6,6,816,1,1,4,9,1
1053,364,0,8562,5,6,1216,1,0,4,7,1
1054,586,1,11367,8,5,1065,2,1,3,7,1
1055,478,1,11361,6,5,1193,2,0,3,7,1
1056,484,1,7052,7,5,1364,2,0,2,6,1
1057,467,1,29959,7,6,973,2,1,3,7,1
1058,836,1,11308,9,5,1104,2,1,3,10,1
1059,432,1,11275,6,7,854,1,1,3,7,1
1060,582,1,4920,8,5,1338,2,0,2,6,0
1061,1248,0,18000,3,4,894,1,0,2,6,0
1062,560,0,13600,5,5,662,2,0,5,10,0
1063,440,0,6000,6,6,1103,1,0,2,5,1
1064,480,0,11000,5,6,1154,1,1,3,6,1
1065,533,1,14000,7,5,1306,2,1,3,7,0
1066,380,1,7837,6,7,799,2,1,3,7,1
1067,442,1,9760,6,6,780,1,1,4,7,0
1068,576,0,3964,6,4,942,2,1,5,10,1
1069,576,0,9600,5,7,845,1,0,2,4,0
1070,286,0,10152,5,5,1048,1,0,3,6,0
1071,441,0,11700,6,6,727,1,1,4,8,0
1072,280,0,7585,5,3,810,1,0,4,7,1
1073,440,0,7950,6,6,690,1,1,3,6,0
1074,826,1,8556,7,5,1240,2,0,2,5,0
1075,240,1,13125,7,6,800,1,1,3,6,2
1076,566,1,10800,5,8,796,2,0,3,7,1
1077,299,0,15870,5,5,1096,1,0,3,6,0
1078,420,0,4435,6,5,848,1,0,1,3,1
1079,299,0,8775,5,5,990,1,0,3,5,0
1080,528,0,11040,6,7,1258,2,0,3,5,0
1081,308,0,7500,5,5,1040,1,1,3,5,0
1082,527,1,8749,7,5,1459,2,0,3,6,1
1083,461,0,8800,6,6,1251,1,0,3,6,2
