,AboveMedianPrice,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea
542,1,10140,7,5,1650,2,0,3,7,1,583
543,0,4058,7,5,723,1,0,1,4,0,367
544,1,17104,7,5,654,2,1,3,7,1,426
545,1,13837,7,5,1204,2,1,4,9,0,786
546,1,8737,6,7,1065,1,1,3,6,1,440
547,0,7244,5,7,768,1,0,2,5,0,624
548,0,8235,5,7,825,1,0,2,4,0,720
549,1,9375,7,5,912,2,1,4,8,1,615
550,0,4043,6,6,1069,2,0,2,4,0,440
551,0,6000,5,6,928,1,0,3,5,0,288
552,1,11146,8,5,1709,2,0,3,7,1,908
553,0,8777,4,5,0,2,0,2,5,0,520
554,1,10625,7,5,998,2,1,3,8,1,871
555,0,6380,5,6,993,1,0,2,5,1,280
556,0,14850,5,5,1092,1,0,2,6,1,299
557,0,11040,4,6,637,1,1,3,7,0,570
558,1,21872,7,5,729,2,1,3,6,1,406
559,1,3196,7,5,1374,2,0,2,7,1,420
560,0,11341,5,6,1392,1,1,3,5,1,528
561,1,10010,5,5,1389,1,0,2,6,1,418
562,0,13907,5,6,996,1,0,3,6,1,0
563,1,21780,6,7,1163,2,0,4,8,1,396
564,1,13346,7,5,1095,2,1,4,9,1,590
565,0,6858,6,4,806,1,1,4,6,0,216
566,1,11198,9,5,1122,2,1,4,11,1,656
567,1,10171,7,5,1517,2,0,3,7,0,532
568,1,12327,8,8,1496,1,1,1,5,1,612
569,0,7032,5,5,943,1,0,2,4,2,600
570,0,13101,5,5,1728,2,0,6,10,0,576
571,0,7332,6,6,864,1,0,2,4,0,288
572,1,13159,7,5,846,2,1,3,6,0,650
573,1,9967,7,5,384,2,1,3,8,1,400
574,0,10500,5,7,372,1,0,3,5,0,288
575,0,8480,5,5,832,1,0,2,6,0,336
576,0,6292,7,7,861,2,0,3,6,1,216
577,1,11777,5,6,1164,1,0,3,6,2,564
578,0,3604,7,5,689,2,0,2,5,0,540
579,0,12150,5,5,1050,2,0,4,7,0,352
580,1,14585,6,6,1144,1,0,3,7,2,572
581,1,12704,8,5,2042,2,1,3,8,1,1390
582,0,11841,6,5,816,1,0,3,5,0,0
583,1,13500,10,9,1237,3,1,3,9,1,880
584,0,6120,4,7,884,1,0,3,6,0,240
585,1,11443,8,5,1868,2,0,2,7,2,880
586,0,10267,6,7,816,1,0,2,5,0,275
587,0,8740,5,6,840,1,0,2,4,0,528
588,0,25095,5,8,1437,1,0,1,5,2,452
589,0,9100,5,6,742,1,0,2,4,0,308
590,1,8320,7,5,770,2,1,3,6,0,520
591,1,13478,10,5,1722,2,1,3,10,1,842
592,0,6600,5,8,816,1,0,2,4,0,816
593,0,4435,6,5,848,1,0,1,4,0,420
594,0,7990,5,6,924,1,0,3,5,0,280
595,1,11302,8,5,1814,2,0,3,7,1,758
596,0,3600,6,7,684,1,0,3,7,0,216
597,1,3922,7,5,1258,0,2,2,7,1,648
598,1,12984,5,6,1430,2,0,3,7,1,621
599,0,1950,6,6,716,2,1,3,6,1,452
600,1,10927,8,5,1058,2,1,3,8,1,736
601,0,9000,6,6,780,1,1,3,6,1,544
602,1,10041,8,5,908,2,1,3,8,1,506
603,0,3182,7,5,600,2,1,2,4,0,480
604,1,12803,7,5,1494,2,0,3,6,1,530
605,1,13600,7,6,768,2,1,3,7,3,486
606,0,12464,5,5,1040,1,0,3,6,0,576
607,1,7800,5,8,896,3,0,3,8,0,230
608,1,12168,8,6,965,2,1,4,10,2,380
609,0,7943,4,5,1029,1,0,3,5,0,261
610,1,11050,9,5,1440,2,1,3,8,2,736
611,0,10395,6,6,1032,2,0,3,6,1,564
612,1,11885,8,5,1299,2,1,3,7,1,531
613,0,8402,5,5,1120,1,0,3,6,0,0
614,0,1491,4,6,630,1,0,1,3,0,0
615,0,8800,6,7,936,1,0,3,6,0,480
616,1,7861,6,5,783,2,1,3,7,1,393
617,0,7227,6,6,832,1,0,2,4,0,528
618,1,11694,9,5,1822,2,0,3,9,1,774
619,1,12244,8,5,1482,2,1,4,10,2,749
620,0,8248,3,3,864,1,0,2,5,0,0
621,1,10800,6,7,1522,2,1,4,9,1,624
622,0,7064,5,6,980,1,0,3,6,0,484
623,1,2117,6,5,756,2,1,2,4,1,440
624,1,10400,6,5,732,1,2,4,8,1,484
625,0,10000,6,6,1116,1,1,3,5,0,440
626,0,12342,5,5,978,1,0,3,6,1,286
627,0,9600,6,6,1156,1,0,3,7,2,364
628,0,11606,5,5,1040,1,2,5,9,2,504
629,1,9020,6,5,1248,1,1,3,6,0,520
630,0,9000,5,6,636,1,0,3,8,0,240
631,1,4590,8,5,1554,2,0,2,6,1,627
632,0,11900,7,5,1386,2,0,3,6,1,544
633,0,9250,5,7,1056,1,0,3,6,0,260
634,0,6979,6,5,1056,0,0,0,4,0,576
635,1,10896,6,7,1440,2,0,8,14,0,0
636,0,6120,2,3,264,1,0,1,4,1,0
637,0,6000,5,4,811,2,0,3,7,0,256
638,0,8777,5,7,796,1,0,2,4,0,0
639,1,3982,8,5,1520,2,0,1,7,1,648
640,1,12677,8,5,1518,1,1,1,6,1,588
641,1,7050,7,5,1057,2,1,3,7,1,650
642,1,13860,8,7,1952,2,1,4,9,3,538
643,0,10793,5,5,780,2,1,4,7,0,462
644,1,9187,9,5,1766,2,1,2,7,1,478
645,0,10530,6,5,981,1,1,3,5,0,576
646,0,7200,5,5,0,1,0,3,7,0,420
647,0,10452,6,5,1094,1,0,3,5,2,495
648,0,7700,6,5,756,1,1,4,7,1,442
649,0,1936,4,6,630,1,0,1,3,0,0
650,1,8125,7,6,813,2,1,3,7,0,562
651,0,9084,4,5,755,1,0,4,7,1,296
652,1,8750,7,5,880,2,1,2,7,1,512
653,0,10320,6,7,756,1,0,3,7,0,216
654,1,10437,8,6,2109,2,1,2,7,1,839
655,0,1680,6,5,525,1,1,3,6,0,264
656,0,10007,5,7,1053,1,1,3,5,0,312
657,0,7200,7,6,776,1,1,3,6,1,270
658,0,17503,6,5,912,1,0,3,6,1,330
659,1,9937,5,7,1486,1,0,3,7,0,480
660,1,12384,7,7,793,2,1,3,7,1,550
661,1,46589,8,7,1629,2,1,4,8,1,711
662,0,13560,6,3,1392,1,0,2,5,2,576
663,0,10012,4,5,1138,2,0,3,6,0,588
664,1,20896,8,5,2077,1,1,1,8,1,1134
665,1,11194,8,5,1406,2,1,3,7,1,504
666,0,18450,6,5,1021,2,1,3,7,1,596
667,1,8125,6,5,1408,2,0,3,7,1,575
668,1,14175,5,6,1188,1,1,3,6,1,576
669,0,11600,4,5,700,1,0,2,5,1,252
670,1,8633,6,5,738,2,1,3,7,0,540
671,0,6629,6,6,672,2,0,3,6,0,300
672,1,11250,6,6,1208,1,1,3,6,1,546
673,1,14442,6,7,1477,2,0,3,7,2,416
674,0,9200,6,6,1136,1,0,3,5,1,384
675,0,2289,6,6,855,2,1,3,7,1,440
676,0,9600,4,2,1095,2,0,4,8,0,779
677,0,9022,5,8,768,1,0,2,5,0,240
678,1,11844,8,5,2046,2,1,3,7,1,834
679,0,9945,5,5,988,1,0,3,5,0,572
680,0,8012,6,5,923,2,0,2,5,1,264
681,0,4500,5,5,793,1,0,3,6,0,281
682,1,2887,6,5,1291,1,0,2,6,1,431
683,1,11248,9,5,1626,2,0,3,7,1,702
684,1,16770,7,5,1195,2,1,4,7,0,486
685,1,5062,7,5,1190,2,0,3,6,1,577
686,1,10207,7,6,874,3,0,3,7,0,578
687,0,5105,7,5,551,2,1,2,4,0,480
688,1,8089,8,6,1419,2,0,2,7,1,567
689,1,7577,6,5,1362,2,0,2,6,1,460
690,0,4426,6,5,848,1,0,1,3,1,420
691,1,21535,10,6,2444,3,1,4,10,2,832
692,1,26178,7,5,1210,2,1,4,9,2,628
693,0,5400,5,6,1073,1,0,2,4,0,326
694,0,6120,5,6,927,1,1,3,5,0,576
695,1,13811,6,6,1112,2,0,2,5,1,551
696,0,6000,5,7,616,1,0,2,4,0,205
697,0,6420,5,7,980,1,0,2,6,0,308
698,0,8450,5,8,894,1,0,3,5,1,336
699,1,4282,7,5,1391,2,0,2,5,0,530
700,1,14331,8,5,1800,2,0,3,7,1,765
701,0,9600,7,5,1164,1,1,3,6,0,528
702,1,12438,8,5,1234,2,1,4,10,1,666
703,0,7630,5,9,360,2,0,4,8,1,672
704,1,8400,7,5,1473,2,0,3,7,0,606
705,0,5600,4,5,0,2,0,3,7,0,0
706,1,115149,7,5,1643,2,0,2,5,2,739
707,1,6240,8,5,1324,2,0,2,6,1,550
708,1,9018,7,5,728,2,1,3,8,1,400
709,0,7162,5,7,876,1,0,3,6,0,408
710,0,4130,3,6,270,1,0,2,5,0,0
711,0,8712,4,7,859,1,0,2,7,0,384
712,1,4671,8,5,1228,2,0,2,5,1,472
713,0,9873,4,5,960,1,0,3,6,0,576
714,0,13517,6,8,725,2,1,3,6,0,475
715,1,10140,6,5,1064,2,0,3,7,1,478
716,0,10800,7,8,718,1,1,3,8,0,704
717,0,10000,5,6,1176,1,1,3,5,1,439
718,1,10542,7,5,1311,2,1,3,9,1,983
719,0,9920,5,6,971,1,1,3,5,1,300
720,1,6563,8,5,1742,2,0,2,5,1,564
721,0,4426,6,5,848,1,0,1,3,0,420
722,0,8120,4,7,864,1,0,3,5,0,463
723,0,8172,4,6,941,2,0,4,7,0,548
724,1,13286,9,5,1698,2,0,3,8,1,768
725,0,6960,4,6,864,1,0,3,5,0,660
726,1,21695,6,9,880,2,0,3,5,1,540
727,1,7314,7,5,1232,2,0,2,6,0,632
728,0,11475,5,5,1584,2,0,4,9,0,888
729,0,6240,4,5,780,1,0,2,5,0,539
730,1,5389,8,5,1595,2,0,2,5,1,608
731,1,9590,7,5,868,2,0,3,6,1,438
732,1,11404,7,5,1153,2,1,3,8,1,541
733,0,10000,5,6,864,1,0,3,6,1,264
734,0,8978,5,5,948,1,0,3,6,0,300
735,0,10800,7,7,880,1,1,2,6,2,320
736,0,8544,3,4,0,2,0,2,6,0,400
737,1,10463,8,5,893,2,1,3,8,1,800
738,1,10800,5,5,1200,3,0,3,5,0,0
739,1,9313,7,5,864,2,1,3,7,0,572
740,0,9600,5,7,264,2,0,2,7,0,360
741,0,6768,6,8,912,1,0,3,5,0,288
742,1,8450,7,5,1349,2,0,3,6,0,539
743,1,12886,5,6,520,2,0,3,6,1,480
744,1,5395,8,5,1337,2,0,2,5,1,462
745,1,8963,8,9,1142,3,1,4,11,2,831
746,1,8795,7,5,952,2,1,4,8,1,554
747,1,11700,7,7,1240,1,1,4,8,1,864
748,1,10593,7,5,1720,2,0,3,7,1,527
749,0,8405,4,3,0,2,0,4,9,0,240
750,0,8800,4,7,576,1,0,3,7,0,0
751,0,7750,7,5,660,2,1,3,6,0,400
752,1,9236,6,5,1479,2,0,3,6,0,576
753,1,10240,8,5,1030,2,1,3,8,1,878
754,0,7930,6,8,1026,1,0,3,5,0,440
755,1,3230,6,5,729,2,1,3,6,0,440
756,1,10769,8,5,866,2,1,3,7,0,578
757,0,11616,6,5,672,2,1,3,6,1,440
758,1,2280,7,5,744,2,1,3,6,0,440
759,1,12257,8,5,1318,2,1,4,9,1,752
760,0,9100,6,6,864,1,0,2,5,0,300
761,0,6911,5,5,1145,1,0,2,5,0,440
762,1,8640,7,5,756,2,1,3,7,0,614
763,1,9430,8,5,1252,2,1,3,8,1,856
764,1,9549,8,5,1494,1,1,2,6,1,481
765,1,14587,9,5,1498,2,0,2,6,1,592
766,1,10421,7,5,980,2,1,3,7,1,496
767,0,12508,6,7,983,2,0,4,7,0,423
768,1,9100,7,5,1860,2,0,3,8,1,484
769,1,53504,8,5,1650,3,1,4,12,1,841
770,0,7252,5,5,858,1,0,2,5,0,576
771,0,8877,4,5,836,1,0,2,6,0,396
772,0,7819,6,5,1029,1,0,3,6,1,672
773,0,10150,5,5,912,1,0,2,5,0,275
774,1,14226,8,5,1935,2,0,3,9,1,895
775,0,4500,6,5,1204,2,0,2,5,0,412
776,1,11210,7,5,1614,2,0,3,7,0,865
777,0,13350,5,5,864,1,0,3,5,1,440
778,0,8400,5,5,0,2,0,4,10,2,630
779,0,10530,6,5,975,1,0,2,4,0,504
780,1,7875,7,5,1237,2,0,3,6,1,402
781,1,7153,6,5,761,2,1,3,7,0,484
782,1,16285,7,5,1413,2,0,3,6,0,605
783,1,9101,5,6,1097,1,0,1,4,1,602
784,0,6300,6,6,742,2,0,3,9,1,0
785,0,9790,6,5,1372,2,0,3,7,1,457
786,0,10800,5,6,686,2,0,4,7,0,416
787,1,10142,7,5,956,2,1,4,8,0,618
788,0,6000,4,7,901,1,0,2,4,0,281
789,1,12205,6,8,832,2,1,5,9,0,444
790,0,3182,7,5,1145,2,0,2,5,1,397
791,0,11333,6,5,1029,1,0,3,5,2,539
792,1,9920,7,5,1117,2,1,3,8,1,455
793,1,9158,8,5,1496,2,0,3,7,0,474
794,1,10832,7,5,712,2,1,3,7,1,409
795,1,8400,6,6,650,2,1,3,7,1,476
796,0,8197,6,5,660,1,1,3,7,1,528
797,0,7677,5,5,773,1,0,2,4,0,240
798,1,13518,9,5,1926,3,1,4,11,2,820
799,1,7200,5,7,731,1,1,3,7,2,240
800,1,12798,6,5,616,2,1,4,8,0,603
801,0,4800,4,7,1196,1,0,2,5,0,440
802,1,8199,7,5,728,2,1,3,7,1,410
803,1,13891,9,5,1734,3,1,4,12,1,1020
804,0,9000,5,5,936,1,0,2,5,0,286
805,1,12274,7,5,1417,2,0,3,6,0,554
806,0,9750,5,5,980,2,0,3,6,0,384
807,1,21384,5,6,1324,1,1,3,6,1,528
808,0,13400,5,5,1024,1,0,3,6,1,484
809,0,8100,5,5,849,2,0,2,11,0,360
810,1,10140,6,6,1040,1,1,3,5,1,484
811,0,4438,6,5,848,1,0,1,4,1,420
812,0,8712,5,5,540,1,0,2,4,0,504
813,0,9750,6,6,1442,1,1,4,7,0,301
814,0,8248,5,7,686,1,1,3,7,0,280
815,1,12137,7,5,1649,2,0,3,6,0,598
816,0,11425,5,6,1008,1,0,2,4,1,275
817,1,13265,8,5,1568,2,0,3,7,2,857
818,0,8816,6,7,1010,1,0,3,6,0,440
819,1,6371,7,5,1358,2,0,2,6,1,484
820,1,7226,7,5,798,2,1,3,6,0,595
821,0,6000,4,4,936,1,0,2,4,0,576
822,1,12394,7,5,847,2,1,3,7,1,433
823,0,9900,6,7,778,2,0,3,7,1,240
824,1,11216,8,5,1489,2,0,3,7,1,776
825,1,14803,10,5,2078,2,0,2,7,1,1220
826,0,6130,5,6,784,1,0,2,5,0,0
827,1,8529,7,5,1454,2,0,3,6,1,527
828,1,28698,5,5,1013,2,1,3,7,0,538
829,0,2544,7,5,600,2,1,2,4,0,480
830,1,11900,6,5,1392,1,1,3,6,2,458
831,0,3180,7,5,600,2,1,2,4,0,480
832,1,9548,7,6,941,2,1,3,7,1,613
833,1,10004,6,6,1516,1,1,3,6,0,472
834,0,7875,5,6,1144,1,0,3,6,0,456
835,0,9600,4,7,1067,2,0,2,4,0,436
836,0,8100,5,6,1559,1,0,2,5,0,812
837,0,1680,6,5,483,1,1,2,5,0,264
838,0,9525,5,6,1099,1,1,3,6,0,352
839,0,11767,5,6,768,1,0,3,6,0,240
840,0,12155,6,8,672,2,0,4,7,0,400
841,0,10440,5,8,650,2,0,3,8,1,686
842,1,9020,6,7,1127,1,1,3,6,0,490
843,0,8000,5,4,1800,2,0,6,10,0,0
844,0,12665,5,8,876,1,1,4,7,1,720
845,1,16647,5,5,1390,2,0,3,6,2,611
846,1,9317,7,5,740,2,1,3,7,1,425
847,0,15523,5,6,864,1,0,3,5,1,338
848,1,45600,6,8,907,3,0,5,10,1,360
849,1,9600,6,7,528,2,1,3,7,1,512
850,0,4435,6,5,848,1,0,1,3,0,420
851,1,3196,8,5,1273,2,0,2,7,1,400
852,1,7128,7,5,918,2,0,4,7,2,240
853,0,12095,6,6,1127,1,1,3,7,1,645
854,1,17920,5,4,1763,1,1,3,6,1,454
855,0,6897,5,8,1040,1,1,3,6,0,260
856,0,10970,6,6,940,1,0,3,5,0,576
857,1,8125,6,5,702,2,1,3,6,1,343
858,0,10400,7,5,1090,2,0,3,6,1,479
859,1,11029,6,7,1054,2,1,4,9,1,619
860,1,7642,7,8,912,1,1,3,7,1,216
861,0,11625,5,4,1039,1,1,3,6,0,504
862,0,9672,6,5,1040,2,0,3,6,0,480
863,0,7931,5,5,1148,1,0,3,6,0,672
864,1,8640,7,5,1372,2,0,3,6,0,529
865,0,8750,5,6,1002,1,0,3,5,0,902
866,1,10656,8,5,1638,2,0,3,6,1,870
867,0,6970,4,5,1040,1,1,3,5,0,544
868,1,14762,5,6,0,2,0,2,7,1,672
869,1,9938,7,5,1050,2,1,3,8,1,574
870,0,6600,5,5,894,1,0,2,5,0,308
871,1,8750,6,5,804,2,1,3,7,0,523
872,0,8892,5,7,105,1,0,3,5,0,414
873,0,12144,5,7,832,1,0,3,6,1,288
874,0,5720,5,6,676,1,1,3,5,0,200
875,1,9000,8,5,1184,2,1,4,11,1,550
876,0,25286,4,5,1064,1,0,3,5,0,648
877,1,8834,9,5,1462,2,1,4,10,1,738
878,0,11782,5,7,1109,1,0,3,6,0,576
879,0,7000,5,8,864,1,0,3,6,0,336
880,0,7024,5,5,1090,1,1,2,5,0,450
881,1,13758,7,5,1156,2,1,3,7,1,400
882,1,9636,6,5,808,2,1,3,7,1,389
883,0,6204,4,5,795,1,0,5,10,0,440
884,0,7150,5,5,892,1,0,3,5,0,288
885,1,5119,9,5,1698,2,0,2,5,1,506
886,0,8393,5,5,1626,2,0,4,8,0,588
887,0,16466,5,7,816,1,1,3,8,0,300
888,1,15865,8,6,2217,2,0,4,8,1,621
889,0,12160,6,4,1505,1,0,2,6,1,505
890,0,8064,5,7,672,1,0,3,6,1,576
891,1,11184,6,5,918,2,1,3,7,1,440
892,0,8414,6,8,1059,1,0,3,6,0,264
893,1,13284,5,5,1383,1,0,3,6,1,354
894,0,7018,5,5,0,2,0,4,8,0,400
895,0,7056,6,5,780,1,1,4,8,1,483
896,0,8765,4,6,951,1,0,2,6,0,327
897,0,7018,5,5,0,2,0,6,12,0,528
898,1,12919,9,5,2330,2,1,2,11,2,820
899,0,6993,5,7,912,1,0,3,6,1,288
900,0,7340,4,6,858,1,0,2,4,0,684
901,0,8712,5,7,992,1,0,2,5,0,756
902,1,7875,7,5,783,2,1,3,8,1,393
903,1,14859,7,5,1670,2,0,3,7,1,690
904,0,6173,5,6,876,1,0,3,6,0,288
905,0,9920,5,5,1056,1,0,3,6,0,280
906,1,13501,8,5,1623,2,0,3,8,1,865
907,1,11500,7,7,1017,1,1,3,6,1,180
908,0,8885,5,5,864,1,0,2,5,0,484
909,1,12589,6,5,742,2,1,3,8,1,390
910,0,11600,5,5,1105,2,0,5,12,0,480
911,0,9286,5,7,1268,1,1,3,5,0,252
912,0,6120,5,7,768,1,0,3,6,0,450
913,0,6270,5,6,1001,2,0,4,8,0,871
914,1,3000,6,5,612,2,1,2,4,0,528
915,0,2001,4,5,546,1,1,3,6,0,286
916,0,9000,2,3,480,0,0,1,4,0,308
917,0,17140,4,6,1134,1,0,3,6,0,284
918,1,13125,7,5,1104,2,1,4,8,1,833
919,1,11029,6,8,1184,1,0,3,6,1,601
920,1,8462,6,5,928,2,1,3,7,0,471
921,0,8777,5,7,1272,2,2,4,9,0,0
922,1,10237,6,5,1316,2,0,3,6,1,397
923,1,8012,6,5,1604,2,0,2,5,1,533
924,1,10240,6,6,1686,2,0,3,7,1,612
925,1,15611,5,6,1126,2,0,3,6,0,540
926,1,11999,8,5,1181,2,1,4,10,1,656
927,1,9900,7,5,832,2,1,4,9,1,486
928,1,11838,8,5,1753,2,0,3,7,1,522
929,1,13006,7,5,964,2,1,4,8,1,642
930,1,8925,8,5,1466,2,0,3,7,0,610
931,0,9100,5,6,925,1,0,2,5,0,429
932,1,11670,9,5,1905,2,0,3,8,1,788
933,1,8487,7,5,1500,2,0,3,6,0,570
934,1,27650,7,7,585,2,0,4,9,1,505
935,0,5825,4,5,600,1,0,1,5,0,528
936,1,10083,7,5,1176,2,0,2,5,0,555
937,1,9675,7,5,1113,2,1,3,8,1,689
938,1,8760,7,5,1391,2,1,3,7,0,868
939,1,24090,7,7,1032,2,0,4,10,2,349
940,0,12640,6,5,1728,2,0,4,8,0,574
941,1,8755,7,5,992,2,1,3,8,1,390
942,0,7711,4,3,1440,2,0,4,8,0,0
943,0,25000,5,4,1632,2,0,4,8,0,576
944,0,14375,6,6,819,1,0,3,7,1,525
945,0,8820,5,6,1088,1,0,2,7,0,456
946,0,8163,5,6,1144,1,0,3,6,1,796
947,1,14536,8,5,1616,2,0,3,9,1,808
948,1,14006,7,5,936,2,1,3,7,1,474
949,1,9360,6,7,1161,1,1,3,5,1,676
950,0,7200,5,8,864,1,0,3,5,0,720
951,0,7800,5,5,828,1,0,3,6,0,300
952,0,7200,5,8,768,1,0,2,5,0,396
953,1,11075,5,4,784,2,1,4,7,1,530
954,0,9400,6,5,945,2,0,4,4,0,0
955,0,7136,6,6,979,2,0,4,8,0,492
956,0,1300,6,6,561,1,1,2,5,1,462
957,0,7420,5,5,1057,1,0,3,6,0,576
958,1,8450,7,5,1337,2,0,3,6,0,531
959,0,2572,7,5,696,2,1,3,6,0,484
960,0,7207,5,7,858,1,0,2,4,0,0
961,1,12227,6,7,1330,2,1,4,11,1,619
962,0,2308,6,6,804,2,1,3,7,1,440
963,1,11923,9,5,1800,2,0,2,7,0,702
964,1,11316,7,5,817,2,1,4,8,1,510
965,1,10237,6,5,783,2,1,3,8,1,393
966,0,9600,5,7,728,1,1,2,7,2,256
967,0,7390,5,7,1098,1,0,3,6,0,260
968,0,5925,3,6,600,1,0,2,6,0,0
969,0,10382,6,5,588,1,0,2,6,0,264
970,0,10800,4,4,720,1,1,4,6,0,0
971,1,2268,7,5,764,2,0,2,6,0,474
972,0,7892,6,5,918,2,0,2,5,1,264
973,1,11639,7,5,1428,2,0,3,6,0,480
974,1,11414,7,8,728,1,0,3,8,0,532
975,1,2651,7,5,673,2,1,3,6,0,490
976,0,5900,4,7,440,1,0,2,4,0,0
977,1,4274,7,5,1241,1,1,1,4,0,569
978,0,9450,4,5,894,1,0,3,5,0,400
979,0,8816,5,6,1121,1,0,3,5,0,480
980,1,12122,7,9,944,1,0,3,6,0,588
981,1,12203,8,5,1225,2,1,4,8,1,676
982,0,3182,7,5,1266,2,0,2,6,1,388
983,1,11250,8,5,1128,2,1,4,9,1,779
984,0,10125,5,5,0,2,0,4,8,0,539
985,0,10880,5,5,1164,1,0,3,5,0,240
986,0,5310,6,8,485,1,0,2,5,0,255
987,1,10159,9,5,1930,2,1,3,8,1,606
988,1,12046,6,6,848,2,1,4,8,1,551
989,1,8125,7,5,770,2,1,3,6,0,614
990,1,9452,8,5,1396,2,1,3,7,1,870
991,1,17671,8,9,916,1,1,4,8,1,424
992,1,9760,6,8,822,2,1,3,7,1,440
993,1,8846,6,5,750,2,1,3,6,0,564
994,1,12456,10,5,1700,2,0,3,7,1,786
995,0,4712,4,7,747,1,1,3,5,0,305
996,0,10659,5,6,1050,1,0,3,6,0,368
997,1,11717,6,6,1442,2,0,2,6,1,615
998,0,9786,3,4,1007,1,0,3,6,1,210
999,1,6762,7,5,1187,2,0,2,6,0,632
1000,0,10206,3,3,0,1,0,2,4,0,528
1001,0,5400,5,6,691,1,0,2,4,0,216
1002,1,11957,8,5,1574,2,0,3,7,1,824
1003,0,11500,5,6,1680,2,0,4,8,0,528
1004,1,3182,7,5,1346,2,0,1,7,1,457
1005,0,8385,5,8,985,2,0,3,6,0,328
1006,1,12155,6,3,1657,2,0,3,7,1,484
1007,0,2217,4,4,546,1,1,3,6,0,286
1008,1,12118,7,5,1710,2,0,3,7,1,550
1009,0,6000,5,5,1008,2,0,4,7,0,0
1010,0,21286,5,5,720,2,0,4,7,1,312
1011,0,9825,5,5,0,2,0,4,8,0,0
1012,1,10592,6,7,602,1,1,3,7,2,180
1013,0,7200,5,4,1022,1,0,2,4,0,280
1014,0,11664,6,5,1082,1,0,2,5,1,240
1015,1,8400,8,6,810,2,1,3,6,0,528
1016,1,11883,7,5,1504,2,0,3,6,1,478
1017,1,5814,8,5,1220,1,0,1,4,1,565
1018,0,10784,7,5,384,2,1,3,7,1,402
1019,1,3013,7,5,1362,2,0,2,6,1,440
1020,1,7024,4,5,1132,1,1,2,5,0,451
1021,1,7406,7,5,1199,2,0,2,6,0,632
1022,0,9439,5,5,912,1,0,2,6,0,160
1023,1,3182,7,5,1346,2,0,2,7,1,437
1024,1,15498,8,6,1565,2,0,2,10,1,665
1025,0,7700,5,5,882,1,0,3,5,0,461
1026,1,9300,5,5,1268,1,0,3,6,2,461
1027,1,9520,8,5,1638,2,0,3,7,1,800
1028,0,9492,5,5,768,1,0,3,6,1,240
1029,0,1680,6,7,672,1,1,3,7,0,264
1030,0,7082,5,8,686,2,0,5,10,0,0
1031,1,15863,7,3,824,2,1,5,12,2,672
1032,1,14541,8,7,1338,2,1,5,10,1,796
1033,1,8125,7,5,1654,2,0,3,6,0,900
1034,0,6305,5,7,920,1,0,2,5,1,240
1035,0,11500,4,3,0,1,0,3,5,0,290
1036,1,12898,9,5,1620,2,0,2,6,1,912
1037,1,9240,8,5,1055,2,1,3,7,1,905
1038,0,1533,4,6,546,1,1,3,6,1,0
1039,0,1477,4,4,630,1,0,1,3,0,286
1040,0,13125,5,4,1134,2,0,3,8,1,484
1041,1,9130,6,8,800,1,1,4,7,0,484
1042,1,5381,6,5,1306,2,0,1,5,1,624
1043,1,11839,7,5,1475,2,1,4,10,1,514
1044,1,9600,8,5,2524,2,1,4,9,1,542
1045,0,13680,3,5,0,2,0,4,8,1,452
1046,1,16056,9,5,1992,3,1,4,11,1,716
1047,0,9245,5,5,990,1,0,3,5,0,672
1048,0,21750,5,4,0,1,0,3,9,1,336
1049,0,11100,4,7,0,1,0,2,6,0,308
1050,1,8993,7,5,1302,2,0,3,6,0,436
1051,1,11175,7,5,1316,2,0,3,6,1,440
1052,1,9500,6,6,816,1,1,4,9,1,540
1053,0,8562,5,6,1216,1,0,4,7,1,364
1054,1,11367,8,5,1065,2,1,3,7,1,586
1055,1,11361,6,5,1193,2,0,3,7,1,478
1056,1,7052,7,5,1364,2,0,2,6,1,484
1057,1,29959,7,6,973,2,1,3,7,1,467
1058,1,11308,9,5,1104,2,1,3,10,1,836
1059,1,11275,6,7,854,1,1,3,7,1,432
1060,1,4920,8,5,1338,2,0,2,6,0,582
1061,0,18000,3,4,894,1,0,2,6,0,1248
1062,0,13600,5,5,662,2,0,5,10,0,560
1063,0,6000,6,6,1103,1,0,2,5,1,440
1064,0,11000,5,6,1154,1,1,3,6,1,480
1065,1,14000,7,5,1306,2,1,3,7,0,533
1066,1,7837,6,7,799,2,1,3,7,1,380
1067,1,9760,6,6,780,1,1,4,7,0,442
1068,0,3964,6,4,942,2,1,5,10,1,576
1069,0,9600,5,7,845,1,0,2,4,0,576
1070,0,10152,5,5,1048,1,0,3,6,0,286
1071,0,11700,6,6,727,1,1,4,8,0,441
1072,0,7585,5,3,810,1,0,4,7,1,280
1073,0,7950,6,6,690,1,1,3,6,0,440
1074,1,8556,7,5,1240,2,0,2,5,0,826
1075,1,13125,7,6,800,1,1,3,6,2,240
1076,1,10800,5,8,796,2,0,3,7,1,566
1077,0,15870,5,5,1096,1,0,3,6,0,299
1078,0,4435,6,5,848,1,0,1,3,1,420
1079,0,8775,5,5,990,1,0,3,5,0,299
1080,0,11040,6,7,1258,2,0,3,5,0,528
1081,0,7500,5,5,1040,1,1,3,5,0,308
1082,1,8749,7,5,1459,2,0,3,6,1,527
1083,0,8800,6,6,1251,1,0,3,6,2,461
